degree,constraint_order,regularization,feasible,eval_point,estimate,truth,abs_error,log10_abs_error,strain_energy,elapsed_ms,schur_condition_number,log10_schur_condition_number,constraint_count,status
24,4,1e-12,1,1.5,1.3386372782669673,1.329340388179137,0.0092968900878303,-2.0316623034425776,1.7234329479718997,1.147166999999616,1753507517481.966,12.24390763209031,6.0,ok
24,5,1e-12,1,1.5,1.3384626925034784,1.329340388179137,0.009122304324341357,-2.039895443586248,1.7257513505628135,1.6475419999997243,4458254550169.078,12.6491648614923,7.0,ok
24,6,1e-12,1,1.5,1.3382269179444277,1.329340388179137,0.008886529765290696,-2.0512678001110776,1.7288157362251864,2.0013340000000213,8850527099105.266,12.946969136168567,8.0,ok
24,7,1e-12,1,1.5,1.338041109007039,1.329340388179137,0.008700720827901964,-2.0604447659317047,1.7318943375234477,2.374249999999911,35393618023740.19,13.54892495956977,9.0,ok
24,8,1e-12,1,1.5,1.3378332332736596,1.329340388179137,0.008492845094522528,-2.0709467971689266,1.734595835414969,2.3472920000000563,128093355414981.55,14.107526602176756,10.0,ok
28,1,1e-12,1,1.5,1.3392848200907155,1.329340388179137,0.009944431911578455,-2.002420021459969,1.7149723592648678,2.450832999999708,7878317015.714114,9.896433452406768,3.0,ok
28,2,1e-12,1,1.5,1.339076882721555,1.329340388179137,0.009736494542417873,-2.0115973752475367,1.7177707922751035,2.1975830000000585,686254535352.3654,11.836485227654137,4.0,ok
28,3,1e-12,1,1.5,1.3390112315169556,1.329340388179137,0.009670843337818535,-2.0145356519779147,1.7187379974301638,5.472040999999983,1086570668655.2761,12.036057977328392,5.0,ok
28,4,1e-12,1,1.5,1.3388161678230297,1.329340388179137,0.009475779643892679,-2.0233850472057293,1.7213718793953254,3.3350420000002323,1746027333548.7444,12.242051038176237,6.0,ok
28,5,1e-12,1,1.5,1.338690701179613,1.329340388179137,0.009350313000475952,-2.0291738509345065,1.7230391952008846,15.753249999999941,4227789478281.6914,12.626113353588824,7.0,ok
28,6,1e-12,1,1.5,1.3385244063533834,1.329340388179137,0.009184018174246411,-2.0369672655202393,1.7252271250966233,10.519416999999809,7981588308128.713,12.902089323032191,8.0,ok
28,7,1e-12,1,1.5,1.3383863128901134,1.329340388179137,0.009045924710976427,-2.0435470311980546,1.7273959731451811,2.2882499999998807,30891317667893.68,13.489836433509941,9.0,ok
28,8,1e-12,1,1.5,1.3382411776332306,1.329340388179137,0.00890078945409356,-2.050571471967296,1.72930342132968,1.8357079999997694,102288149965088.95,14.009825323811231,10.0,ok
4,1,1e-10,1,1.5,1.3392857132459954,1.329340388179137,0.009945325066858413,-2.002381017221732,1.7142866468124647,0.27262499999958223,4233282528.4969826,9.626677254175078,3.0,ok
4,2,1e-10,1,1.5,1.3069134076955728,1.329340388179137,0.022426980483564174,-1.6492291948789723,2.100559571886177,1.235499999999945,5482396100.801324,9.73897040992982,4.0,ok
4,3,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,4,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,5,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,6,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,7,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,8,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,1,1e-10,1,1.5,1.3392857024511668,1.329340388179137,0.009945314272029826,-2.0023814886127624,1.7142947750055817,0.9774170000000915,1824352423.9169397,9.261108738037352,3.0,ok
6,2,1e-10,1,1.5,1.3323114829327238,1.329340388179137,0.0029710947535868115,-2.5270834975387473,1.8155287874253117,0.8179170000000013,5744588692.385073,9.759258939025662,4.0,ok
6,3,1e-10,1,1.5,1.3298840363368187,1.329340388179137,0.0005436481576817087,-3.2646820793695173,1.8497476645201636,2.435832999999832,12875612934.38632,10.10976791248493,5.0,ok
6,4,1e-10,1,1.5,1.308104447595257,1.329340388179137,0.02123594058388001,-1.6729284984433852,1.995672850318494,0.5834579999999256,36557656009.50589,10.5629783420188,6.0,ok
6,5,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,6,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,7,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,8,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
8,1,1e-10,1,1.5,1.339285653791777,1.329340388179137,0.009945265612639975,-2.00238361348842,1.714332156553311,1.559958999999722,1010037589.4591751,9.00433753674395,3.0,ok
8,2,1e-10,1,1.5,1.3356578547506506,1.329340388179137,0.0063174665715135525,-2.1994570474445516,1.7614642102797298,1.4409579999998812,6182143700.355556,9.791139095768719,4.0,ok
8,3,1e-10,1,1.5,1.335370913635661,1.329340388179137,0.00603052545652405,-2.2196448449201123,1.7767756779846622,0.8420000000000094,11963009636.33268,10.077840452564002,5.0,ok
8,4,1e-10,1,1.5,1.3312725941769854,1.329340388179137,0.0019322059978483797,-2.713946574111169,1.8285505393852817,0.6918750000002305,23173978274.365715,10.365000595477301,6.0,ok
8,5,1e-10,1,1.5,1.3280875769984575,1.329340388179137,0.0012528111806795472,-2.902114379419462,1.8735756147599891,0.6903330000000985,124847104192.68024,11.096378473417644,7.0,ok
8,6,1e-10,1,1.5,1.314082559315974,1.329340388179137,0.01525782886316307,-1.8165072606033652,1.920318790370018,0.6886249999999983,1547670230139.3455,12.189678428900036,8.0,ok
8,7,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
8,8,1e-10,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
10,1,1e-10,1,1.5,1.3392854966636056,1.329340388179137,0.009945108484468612,-2.0023904750886534,1.7144528280622888,0.6737500000002505,639636769.2508541,8.80593342102755,3.0,ok
10,2,1e-10,1,1.5,1.337327087300456,1.329340388179137,0.007986699121318885,-2.097632676205093,1.7417710326405027,0.897875000000159,6425685417.182371,9.807919459944719,4.0,ok
10,3,1e-10,1,1.5,1.3366429804552098,1.329340388179137,0.007302592276072772,-2.136522946543934,1.7506417827470169,0.8918749999997644,11548950885.443632,10.062542534413728,5.0,ok
10,4,1e-10,1,1.5,1.3342995786476026,1.329340388179137,0.004959190468465602,-2.3045892113670754,1.7784386537263799,0.8278750000001445,19827849946.874535,10.297275623593464,6.0,ok
10,5,1e-10,1,1.5,1.3339114158724983,1.329340388179137,0.004571027693361263,-2.339986147549534,1.7986756806201423,0.9017920000000679,85434253518.83829,10.9316320291392,7.0,ok
10,6,1e-10,1,1.5,1.331516487178741,1.329340388179137,0.002176098999604026,-2.662321350700091,1.826699725926928,0.8767500000002038,423571768207.9112,11.62692700592054,8.0,ok
10,7,1e-10,1,1.5,1.3277397198829533,1.329340388179137,0.0016006682961837715,-2.7956986568766675,1.8774391743720378,1.0981249999999498,2949115510646.4634,12.469691783285574,9.0,ok
10,8,1e-10,1,1.5,1.3256820755054928,1.329340388179137,0.0036583126736442484,-2.436719178401668,1.8783155499843807,0.8274159999999142,471875765747422.8,14.673827673735351,10.0,ok
12,1,1e-10,1,1.5,1.339285090044434,1.329340388179137,0.009944701865296945,-2.002408232167219,1.7147650625244741,0.7143749999998228,440763401.73269475,8.644205526212588,3.0,ok
12,2,1e-10,1,1.5,1.337938023918442,1.329340388179137,0.008597635739304943,-2.0656209588190335,1.732608024678243,0.6775839999999533,6570199252.334007,9.817578540469523,4.0,ok
12,3,1e-10,1,1.5,1.3376603618399845,1.329340388179137,0.008319973660847468,-2.0798780485850825,1.7384483531314747,0.8084579999998454,11327627740.032293,10.05413896835538,5.0,ok
12,4,1e-10,1,1.5,1.3363347795551024,1.329340388179137,0.006994391375965359,-2.15525007010133,1.7560160038584003,0.9765000000001578,18678407397.172367,10.271339843622876,6.0,ok
12,5,1e-10,1,1.5,1.335457225766755,1.329340388179137,0.00611683758761794,-2.2134730506020377,1.7679346357068573,0.9823749999999798,69101686489.06273,10.839488646852574,7.0,ok
12,6,1e-10,1,1.5,1.3338994032100306,1.329340388179137,0.004559015030893621,-2.341128975943816,1.7843068727736753,0.8672080000002858,233347349120.17017,11.368002871563487,8.0,ok
12,7,1e-10,1,1.5,1.3334219923491313,1.329340388179137,0.004081604169994257,-2.389169115034616,1.8061983645128177,1.3006250000002773,1279701532171.8694,12.107108689924635,9.0,ok
12,8,1e-10,1,1.5,1.3319946849862818,1.329340388179137,0.002654296807144796,-2.5760505153457647,1.8221528372741866,1.1708749999996826,20968026488094.098,13.321557556566255,10.0,ok
14,1,1e-10,1,1.5,1.3392841855676834,1.329340388179137,0.009943797388546338,-2.0024477333137916,1.715459606702571,1.0873750000000015,321890348.265876,8.50770795476044,3.0,ok
14,2,1e-10,1,1.5,1.3383715848977427,1.329340388179137,0.009031196718605639,-2.0442546977650267,1.728032707724164,1.2085000000001678,6661895378.366277,9.823597808037688,4.0,ok
14,3,1e-10,1,1.5,1.338050541185308,1.329340388179137,0.008710153006171062,-2.0599742159277965,1.7321869701856483,0.9349169999999241,11192732903.75653,10.04893614015746,5.0,ok
14,4,1e-10,1,1.5,1.337100908110944,1.329340388179137,0.007760519931806931,-2.1101091813255146,1.7443558544352604,1.1038340000002478,18178954958.741005,10.259568913611078,6.0,ok
14,5,1e-10,1,1.5,1.3367405726238164,1.329340388179137,0.007400184444679381,-2.1307574556327804,1.7523405855612357,1.1552080000001297,60230530001.304085,10.779816684781556,7.0,ok
14,6,1e-10,1,1.5,1.335884813935985,1.329340388179137,0.0065444257568478825,-2.1841284547776034,1.7632050579420846,1.2144169999999122,167067728697.553,11.222892568372727,8.0,ok
14,7,1e-10,1,1.5,1.3349479762804206,1.329340388179137,0.005607588101283589,-2.251223894454626,1.7759877292198065,1.2279579999998624,816449956278.5226,11.911929570115976,9.0,ok
14,8,1e-10,1,1.5,1.3338169693772557,1.329340388179137,0.004476581198118668,-2.349053533683064,1.7865016395665954,1.3595419999998803,6757650840851.45,12.829795748579906,10.0,ok
16,1,1e-10,1,1.5,1.3392823828330847,1.329340388179137,0.009941994653947628,-2.0025264747276643,1.7168439088417058,0.9750420000003146,245267434.46850446,8.389639888322522,3.0,ok
16,2,1e-10,1,1.5,1.3385828204847616,1.329340388179137,0.009242432305624604,-2.034213721647618,1.72618275864903,1.093875000000022,6723307779.211096,9.827582992818531,4.0,ok
16,3,1e-10,1,1.5,1.3384019636877225,1.329340388179137,0.00906157550858544,-2.0427962862968627,1.7292961766064263,1.194917000000295,11102053177.484854,10.045403303218588,5.0,ok
16,4,1e-10,1,1.5,1.3377340959836248,1.329340388179137,0.008393707804487782,-2.076046153197834,1.738245071207499,1.1707089999997145,17918209293.039753,10.253294605046486,6.0,ok
16,5,1e-10,1,1.5,1.3373018778269927,1.329340388179137,0.007961489647855702,-2.0990056652628346,1.744016342605245,1.511417000000126,54693840181.03064,10.73793841726531,7.0,ok
16,6,1e-10,1,1.5,1.336658468487592,1.329340388179137,0.007318080308454933,-2.135602828885015,1.7518083147459171,1.711166999999847,134691317644.06454,11.129339601507679,8.0,ok
16,7,1e-10,1,1.5,1.3362747282805063,1.329340388179137,0.006934340101369285,-2.15899486176734,1.760383518595935,1.5832080000000026,613911648358.9128,11.788105873761475,9.0,ok
16,8,1e-10,1,1.5,1.3356803265951014,1.329340388179137,0.0063399384159643635,-2.1979149606887325,1.7676778396966533,1.6973329999996345,3605730808690.3223,12.556993300682489,10.0,ok
18,1,1e-10,1,1.5,1.3392790771417833,1.329340388179137,0.00993868896264627,-2.0026709006973116,1.7193823369030112,1.2943750000000698,193031546.36004898,8.285628289787729,3.0,ok
18,2,1e-10,1,1.5,1.3387526793228843,1.329340388179137,0.009412291143747309,-2.0263046475640887,1.7265929567405687,1.4386250000000267,6766277945.737449,9.83034983380383,4.0,ok
18,3,1e-10,1,1.5,1.3385664690413372,1.329340388179137,0.009226080862200225,-2.0349827433269874,1.7290163220491541,1.5569170000002686,11036640554.26986,10.042836898504476,5.0,ok
18,4,1e-10,1,1.5,1.3380436917493481,1.329340388179137,0.008703303570211096,-2.060315868072726,1.7358826884785272,1.5056669999999883,17762825832.347057,10.249512057488234,6.0,ok
18,5,1e-10,1,1.5,1.3377988779119359,1.329340388179137,0.008458489732798835,-2.072707173516989,1.7402697519182158,1.429207999999793,50929557336.78074,10.70696990144559,7.0,ok
18,6,1e-10,1,1.5,1.3373479180105554,1.329340388179137,0.008007529831418392,-2.0965014347314197,1.7461543309353134,1.6061670000002692,115780657757.32289,11.063636012492525,8.0,ok
18,7,1e-10,1,1.5,1.3368864688788709,1.329340388179137,0.007546080699733837,-2.1222785546529543,1.7523821128327262,1.9500830000001024,503242714686.22327,11.70177749643804,9.0,ok
18,8,1e-10,1,1.5,1.3364157041061282,1.329340388179137,0.007075315926991177,-2.1502541632544623,1.7577612250640982,1.8344580000002608,2419918926210.8193,12.383800816191558,10.0,ok
20,1,1e-10,1,1.5,1.3392733992413741,1.329340388179137,0.009933011062237096,-2.0029190808611137,1.7237423866568755,1.4175000000000715,155844203.53567442,8.19269065377817,3.0,ok
20,2,1e-10,1,1.5,1.3388454610508966,1.329340388179137,0.009505072871759612,-2.0220445492160266,1.7294776524057853,1.6568750000001131,6797411756.77072,9.832343578334374,4.0,ok
20,3,1e-10,1,1.5,1.3387227790990492,1.329340388179137,0.00938239091991222,-2.027686476012198,1.7314189557829283,6.746458999999927,10986932911.812428,10.0408764726437,5.0,ok
20,4,1e-10,1,1.5,1.3383185684559198,1.329340388179137,0.008978180276782766,-2.0468116784592127,1.7368577453162808,6.4789999999996795,17660911254.04269,10.247013108210536,6.0,ok
20,5,1e-10,1,1.5,1.3380583574366929,1.329340388179137,0.008717969257555858,-2.059584666781674,1.7403151304410858,23.669416000000165,48215720294.689384,10.683188659071575,7.0,ok
20,6,1e-10,1,1.5,1.3376954478752126,1.329340388179137,0.008355059696075529,-2.0780504427683666,1.744926669859769,2.0320410000000955,103469710567.33653,11.014813234250052,8.0,ok
20,7,1e-10,1,1.5,1.3374340210621227,1.329340388179137,0.008093632882985702,-2.091856498549517,1.7496887386947277,2.200124999999886,434328848271.18134,11.637818676308807,9.0,ok
20,8,1e-10,1,1.5,1.3371086093581086,1.329340388179137,0.007768221178971579,-2.1096784175697505,1.7538357946529024,7.555707999999939,1835516349921.1165,12.263758257349346,10.0,ok
24,1,1e-10,1,1.5,1.339249711952898,1.329340388179137,0.00990932377376108,-2.003955981371886,1.7419321283850293,1.4463749999999997,107672278.37144697,8.032103902926387,3.0,ok
24,2,1e-10,1,1.5,1.3389611108926762,1.329340388179137,0.009620722713539198,-2.0167923023163743,1.745807960304524,1.7957090000000342,6838409804.089836,9.834955123123637,4.0,ok
24,3,1e-10,1,1.5,1.3388733611475403,1.329340388179137,0.009532972968403275,-2.0207716384569108,1.7471354272731043,2.0792080000000546,10915820206.311241,10.038056373823624,5.0,ok
24,4,1e-10,1,1.5,1.3386020227640836,1.329340388179137,0.009261634584946554,-2.033312357964449,1.7507928336241385,1.78300000000009,17536034666.691944,10.24393139535458,6.0,ok
24,5,1e-10,1,1.5,1.3384275291773329,1.329340388179137,0.009087140998195853,-2.041572733280887,1.7531089109992595,2.00749999999994,44584979570.535034,10.649188571978085,7.0,ok
24,6,1e-10,1,1.5,1.3381919034274556,1.329340388179137,0.00885151524831862,-2.0529823781547316,1.7561696010224503,2.153958000000067,88510101518.66255,10.946992838872536,8.0,ok
24,7,1e-10,1,1.5,1.3380061894863833,1.329340388179137,0.008665801307246257,-2.062191272854817,1.7592452521055835,1.6999169999998287,353955488266.4046,11.548948650681922,9.0,ok
24,8,1e-10,1,1.5,1.3377984520462856,1.329340388179137,0.008458063867148535,-2.072729039803275,1.7619433110320262,2.1863749999999627,1281003420178.899,12.10755028927852,10.0,ok
28,1,1e-10,1,1.5,1.3391963012821042,1.329340388179137,0.009855913102967184,-2.00630313422472,1.7829485638835643,2.1988749999999335,78811756.21787292,7.896591005303387,3.0,ok
28,2,1e-10,1,1.5,1.3389886722991509,1.329340388179137,0.00964828412001384,-2.015549916031309,1.785739098244106,2.448958000000001,6863488252.854209,9.836544894705616,4.0,ok
28,3,1e-10,1,1.5,1.3389231139226536,1.329340388179137,0.009582725743516596,-2.0185109411308706,1.7867037162210846,2.242084000000144,10867200195.848324,10.036117667718662,5.0,ok
28,4,1e-10,1,1.5,1.338728343503493,1.329340388179137,0.009387955324355879,-2.027428985800318,1.789330058639174,2.4200840000001556,17462677407.248474,10.2421108312395,6.0,ok
28,5,1e-10,1,1.5,1.3386030470021677,1.329340388179137,0.009262658823030678,-2.03326433227853,1.79099307779969,2.7742079999999447,42283707867.68456,10.626173063684321,7.0,ok
28,6,1e-10,1,1.5,1.3384370087349227,1.329340388179137,0.00909662055578564,-2.041119920488235,1.7931745674782975,2.5857090000003247,79826854065.98868,10.902149014292934,8.0,ok
28,7,1e-10,1,1.5,1.338299098264878,1.329340388179137,0.008958710085740895,-2.047754517455412,1.7953380062465998,23.045500000000274,308955624390.63477,11.489896105747661,9.0,ok
28,8,1e-10,1,1.5,1.338154195365164,1.329340388179137,0.008813807186026867,-2.0548364545023534,1.7972396217615565,8.39587499999972,1023022008580.0157,12.00988497692041,10.0,ok
4,1,1e-08,1,1.5,1.3392855915075812,1.329340388179137,0.009945203328444174,-2.0023863333521525,1.7143791865466909,0.36637500000002987,42332839.08372301,7.626677395737126,3.0,ok
4,2,1e-08,1,1.5,1.3069133663752297,1.329340388179137,0.02242702180390732,-1.6492283947186253,2.100650245066058,0.2990000000000492,54823974.43017114,7.738970516255016,4.0,ok
4,3,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,4,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,5,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,6,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,7,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
4,8,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,1,1e-08,1,1.5,1.3392845349782465,1.329340388179137,0.009944146799109488,-2.0024324731060923,1.7151917990649905,0.4218339999999543,18243581.651767403,7.261110104765345,3.0,ok
6,2,1e-08,1,1.5,1.3323104552384017,1.329340388179137,0.002970067059264725,-2.527233744911795,1.8164219442476346,0.4204590000003172,57445906.969569094,7.759259090572514,4.0,ok
6,3,1e-08,1,1.5,1.3298830065504628,1.329340388179137,0.0005426183713257426,-3.265505506500834,1.8506409051020205,0.5530000000000257,128756159.17881602,8.109768013118227,5.0,ok
6,4,1e-08,1,1.5,1.3081042825001583,1.329340388179137,0.02123610567897871,-1.6729251221101653,1.9965546590763361,0.4027500000001183,365576912.4281787,8.562978760580252,6.0,ok
6,5,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,6,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,7,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
6,8,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
8,1,1e-08,1,1.5,1.339279665788005,1.329340388179137,0.009939277608868036,-2.00264517917242,1.7189299269616234,0.502540999999912,10100538.904317945,7.0043445457557,3.0,ok
8,2,1e-08,1,1.5,1.3356522319595414,1.329340388179137,0.006311843780404391,-2.1998437585546444,1.7660529160183043,0.49512500000004067,61821511.081583664,7.791139616165221,4.0,ok
8,3,1e-08,1,1.5,1.3353653046080542,1.329340388179137,0.006024916428917226,-2.220048972771652,1.7813632831996151,0.5601669999997227,119630224.91817601,8.077840919257863,5.0,ok
8,4,1e-08,1,1.5,1.331267535752305,1.329340388179137,0.00192714757316792,-2.7150850275559857,1.8331247418629646,4.20058400000034,231740155.21051127,8.365001293502335,6.0,ok
8,5,1e-08,1,1.5,1.3280825461882495,1.329340388179137,0.0012578419908875205,-2.9003739111925073,1.8781492051530255,0.8957499999997509,1248472349.8907669,9.09637892840716,7.0,ok
8,6,1e-08,1,1.5,1.3140825672590635,1.329340388179137,0.01525782092007355,-1.816507486693255,1.924858958735532,1.2395839999999048,15476780074.6604,10.18968061130396,8.0,ok
8,7,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
8,8,1e-08,0,1.5,,1.329340388179137,,,,,,,,skipped_infeasible
10,1,1e-08,1,1.5,1.339263952395285,1.329340388179137,0.009923564216147929,-2.0033323156087914,1.7309969949689274,0.39595799999991854,6396739.133873836,6.805958640067386,3.0,ok
10,2,1e-08,1,1.5,1.337306252451828,1.329340388179137,0.00796586427269097,-2.098767097640917,1.758296374928708,0.8932090000000059,64257096.0262393,7.8079210945694095,4.0,ok
10,3,1e-08,1,1.5,1.3366222943383241,1.329340388179137,0.007281906159187113,-2.137754922052695,1.7671634966137486,0.8747499999999242,115489930.7939348,8.062544121100371,5.0,ok
10,4,1e-08,1,1.5,1.3342798785907568,1.329340388179137,0.004939490411619785,-2.306317853270099,1.794937851401541,0.7808749999997922,198279382.8020485,8.29727755837674,6.0,ok
10,5,1e-08,1,1.5,1.3338917807756836,1.329340388179137,0.004551392596546577,-2.341855701263563,1.8151697173367456,0.8462499999999373,854345485.4941365,8.931633528888122,7.0,ok
10,6,1e-08,1,1.5,1.3314982854360853,1.329340388179137,0.00215789725694826,-2.6659692370408106,1.8431613078578863,0.8234579999997216,4235738202.951187,9.626929109951211,8.0,ok
10,7,1e-08,1,1.5,1.3277218256889105,1.329340388179137,0.001618562490226516,-2.790870528490854,1.89389325092741,0.8814580000002792,29491267393.27724,10.469693436847468,9.0,ok
10,8,1e-08,1,1.5,1.3256825803716625,1.329340388179137,0.003657807807474489,-2.436779117434258,1.8947540362647035,1.1004999999997267,4718842016297.72,12.673835437695004,10.0,ok
12,1,1e-08,1,1.5,1.3392232931328105,1.329340388179137,0.0098829049536735,-2.0051153813318026,1.7622197355877804,0.8148750000001037,4408672.929077423,6.644307880553299,3.0,ok
12,2,1e-08,1,1.5,1.3378776216530492,1.329340388179137,0.00853723347391222,-2.068682841449915,1.7800274907374662,1.0187919999999906,65707199.3386927,7.817612956496972,4.0,ok
12,3,1e-08,1,1.5,1.3376001740258205,1.329340388179137,0.00825978584668352,-2.0830312125838923,1.7858595649337248,0.8574999999999555,113285248.32984409,8.054173361001512,5.0,ok
12,4,1e-08,1,1.5,1.336276105364169,1.329340388179137,0.006935717185031942,-2.1589086242233377,1.8033888588068723,0.726916999999716,186799112.63717833,8.27137480884433,6.0,ok
12,5,1e-08,1,1.5,1.3353990597778866,1.329340388179137,0.006058671598749621,-2.217622587149641,1.8152945536959586,0.943750000000243,691071344.9836426,8.839522885483095,7.0,ok
12,6,1e-08,1,1.5,1.3338433958715408,1.329340388179137,0.004503007692403749,-2.3464973111392995,1.8316228635700436,1.0137499999998134,2333659943.458166,9.368037571743928,8.0,ok
12,7,1e-08,1,1.5,1.3333662326904168,1.329340388179137,0.004025844511279741,-2.3951430027204,1.8534961521151032,1.4347090000002005,12798024858.944674,10.10714294940957,9.0,ok
12,8,1e-08,1,1.5,1.3319419394650323,1.329340388179137,0.0026015512858952317,-2.584767608183568,1.8693852997518046,1.2220419999997567,209697551359.0583,11.32159335923283,10.0,ok
14,1,1e-08,1,1.5,1.3391328616211782,1.329340388179137,0.00979247344204115,-2.0091075976193222,1.8316701363203969,1.0159999999999059,3220873.874015835,6.507973718644151,3.0,ok
14,2,1e-08,1,1.5,1.33822257795719,1.329340388179137,0.008882189778052885,-2.051479951869317,1.8441825633752602,0.8276250000003316,66634152.848591305,7.8236968807005915,4.0,ok
14,3,1e-08,1,1.5,1.3379021809132985,1.329340388179137,0.008561792734161466,-2.0674352898746946,1.8483209654308694,0.9535419999999739,111952872.73920791,8.04903524216497,5.0,ok
14,4,1e-08,1,1.5,1.3369551167957052,1.329340388179137,0.0076147286165682004,-2.1183455699940072,1.860426920340085,0.8969170000003857,181831421.20488533,8.25966893321368,6.0,ok
14,5,1e-08,1,1.5,1.3365954167558058,1.329340388179137,0.0072550285766688205,-2.1393608725901134,1.868386060622947,1.0801670000000207,602442469.9496375,8.7799155804148,7.0,ok
14,6,1e-08,1,1.5,1.3357423047566148,1.329340388179137,0.006401916577477795,-2.1936899893885613,1.8791860809251097,1.1943749999998587,1671059269.341743,9.222991853778238,8.0,ok
14,7,1e-08,1,1.5,1.3348068213814535,1.329340388179137,0.005466433202316434,-2.2622959544361407,1.8919340788912122,1.3014590000000048,8166357110.275967,9.912028367459525,9.0,ok
14,8,1e-08,1,1.5,1.3336801476561424,1.329340388179137,0.004339759477005378,-2.3625343397741183,1.9023697076871329,1.213624999999663,67592038618.8477,10.82989554523865,10.0,ok
16,1,1e-08,1,1.5,1.3389526601458681,1.329340388179137,0.00961227196673109,-2.017173949896891,1.9700822842688792,1.208208999999627,2455986.0305160726,6.390225892238251,3.0,ok
16,2,1e-08,1,1.5,1.3382569609862003,1.329340388179137,0.008916572807063261,-2.0498020399051113,1.979323099077155,1.1143329999998564,67267517.70139429,7.827805401690864,4.0,ok
16,3,1e-08,1,1.5,1.338076959251847,1.329340388179137,0.008736571072710086,-2.058658985717546,1.9824090595908692,1.503583000000308,111077432.66891977,8.045625833352199,5.0,ok
16,4,1e-08,1,1.5,1.3374129634593972,1.329340388179137,0.008072575280260175,-2.0929878963078092,1.9912591797939578,1.2575839999997562,179274512.93069062,8.253518551244593,6.0,ok
16,5,1e-08,1,1.5,1.336982524218506,1.329340388179137,0.00764213603936903,-2.1167852356058106,1.9969855949212931,1.3942499999997082,547218436.7772231,8.738160721123839,7.0,ok
16,6,1e-08,1,1.5,1.3363432051053559,1.329340388179137,0.007002816926218847,-2.154727227210799,2.0046826370103874,1.3556249999999714,1347603719.6435616,9.129562201046426,8.0,ok
16,7,1e-08,1,1.5,1.3359609264000762,1.329340388179137,0.0066205382209392205,-2.1791067028741358,2.0131985372294663,1.4752919999998504,6142256030.70156,9.788327915396435,9.0,ok
16,8,1e-08,1,1.5,1.3353709067288717,1.329340388179137,0.006030518549734687,-2.219645342319924,2.020389619786488,1.617374999999921,36075813928.39713,10.557216138258225,10.0,ok
18,1,1e-08,1,1.5,1.3386223616002826,1.329340388179137,0.009281973421145562,-2.0323596795138803,2.223857163147605,1.1295829999999896,1935513.74053089,6.286796258793988,3.0,ok
18,2,1e-08,1,1.5,1.338101759396052,1.329340388179137,0.008761371216915004,-2.0574279183369057,2.2309174217152643,1.3117079999998005,67731906.41247067,7.830793299624733,4.0,ok
18,3,1e-08,1,1.5,1.3379173413975212,1.329340388179137,0.008576953218384142,-2.066666958705493,2.233296626363053,1.3516250000003005,110479227.6416504,8.043280629436055,5.0,ok
18,4,1e-08,1,1.5,1.337400523388969,1.329340388179137,0.008060135209831953,-2.0936576727865486,2.2400142689800124,2.7473339999999347,177810702.04455516,8.249957896673683,6.0,ok
18,5,1e-08,1,1.5,1.3371578944552878,1.329340388179137,0.007817506276150743,-2.106931761419018,2.244328714200751,2.1884999999999266,509815977.70384413,8.707413442196168,7.0,ok
18,6,1e-08,1,1.5,1.3367124623842574,1.329340388179137,0.007372074205120427,-2.132410301951046,2.2500759663211287,1.4657090000000927,1158990031.8880534,9.064079700748213,8.0,ok
18,7,1e-08,1,1.5,1.336254728723729,1.329340388179137,0.006914340544591946,-2.1602492344269693,2.256209269070716,1.8580840000002041,5037563529.44134,9.702220536134146,9.0,ok
18,8,1e-08,1,1.5,1.335790351382902,1.329340388179137,0.006449963203764897,-2.190442762953483,2.2614484804455772,2.0768750000002,24223923111.01129,10.384244479331022,10.0,ok
20,1,1e-08,1,1.5,1.338055454540808,1.329340388179137,0.008715066361671076,-2.059729301566285,2.6596404398554188,1.60970799999971,1566228.4382629222,6.194855105258143,3.0,ok
