run_id,sequence_code,sequence,degree,constraint_order,lambda_energy,lambda_residual,z,value,truth,abs_error,status
A_deg6_ord4_le1_lr0.1,A,variable_base_tetration,6,4,1.0,0.1,0.5,0.9336922867821081,,,ok
A_deg6_ord4_le1_lr0.1,A,variable_base_tetration,6,4,1.0,0.1,1.5,1.4602090990602485,,,ok
A_deg6_ord4_le1_lr0.1,A,variable_base_tetration,6,4,1.0,0.1,2.5,3.811321822718316,,,ok
A_deg6_ord4_le1_lr1,A,variable_base_tetration,6,4,1.0,1.0,0.5,0.8233139611250623,,,ok
A_deg6_ord4_le1_lr1,A,variable_base_tetration,6,4,1.0,1.0,1.5,1.396298887552207,,,ok
A_deg6_ord4_le1_lr1,A,variable_base_tetration,6,4,1.0,1.0,2.5,3.5945389291795555,,,ok
A_deg6_ord4_le1_lr10,A,variable_base_tetration,6,4,1.0,10.0,0.5,0.7348981369685629,,,ok
A_deg6_ord4_le1_lr10,A,variable_base_tetration,6,4,1.0,10.0,1.5,1.3471288536176746,,,ok
A_deg6_ord4_le1_lr10,A,variable_base_tetration,6,4,1.0,10.0,2.5,3.4361844462971964,,,ok
A_deg6_ord4_le1_lr100,A,variable_base_tetration,6,4,1.0,100.0,0.5,0.7206983307652547,,,ok
A_deg6_ord4_le1_lr100,A,variable_base_tetration,6,4,1.0,100.0,1.5,1.33939500954325,,,ok
A_deg6_ord4_le1_lr100,A,variable_base_tetration,6,4,1.0,100.0,2.5,3.4119201735550644,,,ok
A_deg8_ord4_le1_lr0.1,A,variable_base_tetration,8,4,1.0,0.1,0.5,0.9371780978252057,,,ok
A_deg8_ord4_le1_lr0.1,A,variable_base_tetration,8,4,1.0,0.1,1.5,1.462274380897471,,,ok
A_deg8_ord4_le1_lr0.1,A,variable_base_tetration,8,4,1.0,0.1,2.5,3.818541191630586,,,ok
A_deg8_ord4_le1_lr1,A,variable_base_tetration,8,4,1.0,1.0,0.5,0.8024805195862569,,,ok
A_deg8_ord4_le1_lr1,A,variable_base_tetration,8,4,1.0,1.0,1.5,1.3845537016427596,,,ok
A_deg8_ord4_le1_lr1,A,variable_base_tetration,8,4,1.0,1.0,2.5,3.556061899637495,,,ok
A_deg8_ord4_le1_lr10,A,variable_base_tetration,8,4,1.0,10.0,0.5,0.7426057073946829,,,ok
A_deg8_ord4_le1_lr10,A,variable_base_tetration,8,4,1.0,10.0,1.5,1.351345419805725,,,ok
A_deg8_ord4_le1_lr10,A,variable_base_tetration,8,4,1.0,10.0,2.5,3.4494861700320554,,,ok
